rowID,SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,YEAR,VALUE
525,Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2040,0.179
526,Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2050,0.001
527,Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2010,0.0
528,Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2022,0.006
529,Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2023,0.006
530,Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2030,0.041
531,Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2035,0.198
532,Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2040,0.317
533,Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2050,0.328
534,Announced Pledges Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2023,0.006
535,Announced Pledges Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2030,0.159
536,Announced Pledges Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2035,2.506
537,Announced Pledges Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2040,4.128
538,Announced Pledges Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2050,6.656
539,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2023,0.006
540,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2030,1.352
541,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2035,4.306
542,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2040,5.817
543,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2050,6.677
544,Stated Policies Scenario,Energy,Total,Other energy sector,EJ,2010,50.54
545,Stated Policies Scenario,Energy,Total,Other energy sector,EJ,2022,66.585
546,Stated Policies Scenario,Energy,Total,Other energy sector,EJ,2023,69.102
547,Stated Policies Scenario,Energy,Total,Other energy sector,EJ,2030,70.407
548,Stated Policies Scenario,Energy,Total,Other energy sector,EJ,2035,70.291
549,Stated Policies Scenario,Energy,Total,Other energy sector,EJ,2040,70.667
550,Stated Policies Scenario,Energy,Total,Other energy sector,EJ,2050,78.959
551,Announced Pledges Scenario,Energy,Total,Other energy sector,EJ,2023,69.102
552,Announced Pledges Scenario,Energy,Total,Other energy sector,EJ,2030,71.054
553,Announced Pledges Scenario,Energy,Total,Other energy sector,EJ,2035,78.74
554,Announced Pledges Scenario,Energy,Total,Other energy sector,EJ,2040,87.484
555,Announced Pledges Scenario,Energy,Total,Other energy sector,EJ,2050,109.264
556,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,2023,69.102
557,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,2030,73.756
558,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,2035,81.979
559,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,2040,98.283
560,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,2050,131.446
561,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,2010,0.0
562,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,2022,5.628
563,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,2023,6.057
564,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,2030,7.661
565,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,2035,8.173
566,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,2040,8.809
567,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,2050,10.143
568,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,2023,6.057
569,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,2030,11.691
570,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,2035,15.103
571,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,2040,17.634
572,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,2050,18.182
573,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,2023,6.057
574,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,2030,14.418
575,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,2035,16.103
576,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,2040,16.176
577,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,2050,13.557
578,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2010,0.0
579,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2022,0.005
580,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2023,0.006
581,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2030,0.965
582,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2035,2.093
583,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2040,3.295
584,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2050,6.553
585,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2023,0.006
586,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2030,3.421
587,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2035,10.968
588,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2040,18.614
589,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2050,34.474
590,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2023,0.006
591,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2030,9.074
592,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2035,20.615
593,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2040,32.938
594,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,2050,52.291
595,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2010,0.0
596,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2022,0.003
597,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2023,0.004
598,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2030,0.633
599,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2035,1.405
600,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2040,2.271
601,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2050,4.744
602,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2023,0.004
603,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2030,2.299
604,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2035,7.54
605,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2040,13.002
606,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2050,24.897
607,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2023,0.004
608,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2030,6.168
609,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2035,14.274
610,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2040,23.133
611,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,2050,38.064
612,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2010,0.0
613,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2022,0.0
614,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2023,0.0
615,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2030,0.157
616,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2035,0.44
617,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2040,0.79
618,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2050,2.075
619,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2023,0.0
620,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2030,0.872
621,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2035,3.599
622,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2040,6.432
623,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2050,13.093
624,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2023,0.0
625,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2030,1.881
626,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2035,5.962
627,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2040,10.794
628,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,2050,17.791
629,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,2010,377.433
630,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,2022,437.316
631,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,2023,444.702
632,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,2030,485.421
633,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,2035,498.515
634,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,2040,509.149
635,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,2050,533.287
636,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,2023,444.702
637,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,2030,457.257
638,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,2035,449.587
639,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,2040,441.168
640,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,2050,434.391
641,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,2023,444.702
642,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,2030,414.514
643,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,2035,382.324
644,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,2040,360.666
645,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,2050,344.083
646,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,2010,64.423
647,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,2022,88.492
648,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,2023,90.671
649,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,2030,113.721
650,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,2035,128.638
651,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,2040,142.768
652,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,2050,168.077
653,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,2023,90.671
654,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,2030,114.965
655,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,2035,132.047
656,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,2040,151.01
657,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,2050,184.087
658,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,2023,90.671
659,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,2030,116.201
660,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,2035,136.296
661,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,2040,156.961
662,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,2050,187.647
663,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2010,153.363
664,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2022,172.505
665,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2023,176.437
666,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2030,186.569
667,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2035,182.979
668,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2040,178.671
669,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2050,176.718
670,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2023,176.437
671,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2030,176.079
672,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2035,162.074
673,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2040,144.812
674,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2050,117.382
675,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2023,176.437
676,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2030,152.149
677,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2035,119.182
678,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2040,93.172
679,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2050,60.817
680,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2010,2.388
681,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2022,4.281
682,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2023,4.598
683,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2030,5.814
684,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2035,6.284
685,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2040,6.871
686,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2050,8.219
687,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2023,4.598
688,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2030,9.654
689,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2035,12.399
690,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2040,14.245
691,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2050,13.907
692,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2023,4.598
693,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2030,11.941
694,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2035,13.554
695,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2040,13.809
696,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2050,11.676
697,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2010,0.0
698,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2022,0.0
699,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2023,0.0
700,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2030,0.008
701,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2035,0.026
702,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2040,0.054
703,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2050,0.125
704,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2023,0.0
705,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2030,0.262
706,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2035,1.539
707,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2040,2.442
708,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2050,3.275
709,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2023,0.0
710,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2030,0.363
711,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2035,1.222
712,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2040,2.092
713,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2050,2.837
714,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2010,0.0
715,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2022,0.0
716,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2023,0.0
717,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2030,0.017
718,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2035,0.115
719,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2040,0.239
720,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2050,0.883
721,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2023,0.0
722,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2030,0.086
723,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2035,0.321
724,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2040,0.781
725,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2050,3.176
726,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2023,0.0
727,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2030,0.28
728,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2035,0.984
729,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2040,2.763
730,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2050,6.152
731,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2010,150.975
732,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2022,168.224
733,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2023,171.839
734,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2030,180.725
735,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2035,176.532
736,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2040,171.468
737,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2050,167.437
738,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2023,171.839
739,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2030,165.825
740,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2035,147.013
741,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2040,125.948
742,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2050,95.686
743,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2023,171.839
744,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2030,139.377
745,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2035,102.885
746,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2040,73.833
747,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2050,39.392
748,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2010,56.947
749,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2022,71.763
750,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2023,71.284
751,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2030,79.611
752,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2035,82.199
753,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2040,84.67
754,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2050,89.316
755,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2023,71.284
756,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2030,72.864
757,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2035,68.485
758,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2040,64.738
759,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2050,61.092
760,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2023,71.284
761,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2030,65.105
762,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2035,53.735
763,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2040,45.358
764,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2050,39.584
765,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2010,0.016
766,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2022,0.249
767,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2023,0.281
768,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2030,0.698
769,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2035,1.17
770,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2040,1.905
771,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2050,4.779
772,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2023,0.281
773,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2030,1.656
774,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2035,2.724
775,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2040,3.757
776,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2050,6.234
777,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2023,0.281
778,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2030,4.19
779,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2035,5.835
780,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2040,6.55
781,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2050,7.363
782,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2010,0.0
783,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2022,0.005
784,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2023,0.008
785,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2030,0.141
786,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2035,0.439
787,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2040,0.854
788,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2050,1.888
789,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2023,0.008
790,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2030,0.569
791,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2035,2.151
792,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2040,4.205
793,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2050,8.731
794,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2023,0.008
795,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2030,1.859
796,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2035,4.218
797,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2040,7.036
798,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2050,14.446
799,Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2010,0.0
800,Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2022,0.0
801,Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2023,0.0
802,Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2030,0.0
803,Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2035,0.0
804,Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2040,0.0
805,Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2050,0.0
806,Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2023,0.0
807,Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2030,0.0
808,Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2035,0.0
809,Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2040,0.0
810,Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2050,0.0
811,Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2023,0.0
812,Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2030,0.043
813,Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2035,0.19
814,Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2040,0.251
815,Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2050,0.242
816,Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2010,56.552
817,Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2022,71.007
818,Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2023,70.491
819,Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2030,78.135
820,Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2035,79.851
821,Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2040,81.054
822,Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2050,81.685
823,Announced Pledges Scenario,Energy,Natural gas,Total final consumption,EJ,2023,70.491
