PUBLICATION,SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Residential,Mt CO2,World,2030,1294.67
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Residential,Mt CO2,World,2035,689.05
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Residential,Mt CO2,World,2040,299.06
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Residential,Mt CO2,World,2050,37.63
World Energy Outlook 2024,Stated Policies Scenario,CO2 combustion,Total,Services,Mt CO2,World,2010,912.38
World Energy Outlook 2024,Stated Policies Scenario,CO2 combustion,Total,Services,Mt CO2,World,2022,867.35
World Energy Outlook 2024,Stated Policies Scenario,CO2 combustion,Total,Services,Mt CO2,World,2023,842.48
World Energy Outlook 2024,Stated Policies Scenario,CO2 combustion,Total,Services,Mt CO2,World,2030,894.13
World Energy Outlook 2024,Stated Policies Scenario,CO2 combustion,Total,Services,Mt CO2,World,2035,856.63
World Energy Outlook 2024,Stated Policies Scenario,CO2 combustion,Total,Services,Mt CO2,World,2040,845.57
World Energy Outlook 2024,Stated Policies Scenario,CO2 combustion,Total,Services,Mt CO2,World,2050,894.65
World Energy Outlook 2024,Announced Pledges Scenario,CO2 combustion,Total,Services,Mt CO2,World,2023,842.48
World Energy Outlook 2024,Announced Pledges Scenario,CO2 combustion,Total,Services,Mt CO2,World,2030,788.79
World Energy Outlook 2024,Announced Pledges Scenario,CO2 combustion,Total,Services,Mt CO2,World,2035,629.3
World Energy Outlook 2024,Announced Pledges Scenario,CO2 combustion,Total,Services,Mt CO2,World,2040,522.84
World Energy Outlook 2024,Announced Pledges Scenario,CO2 combustion,Total,Services,Mt CO2,World,2050,462.86
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Services,Mt CO2,World,2023,842.48
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Services,Mt CO2,World,2030,537.7
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Services,Mt CO2,World,2035,284.78
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Services,Mt CO2,World,2040,118.46
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Services,Mt CO2,World,2050,5.55
World Energy Outlook 2024,Stated Policies Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2022,1.17
World Energy Outlook 2024,Stated Policies Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2023,1.37
World Energy Outlook 2024,Stated Policies Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2030,21.26
World Energy Outlook 2024,Stated Policies Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2035,24.32
World Energy Outlook 2024,Stated Policies Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2040,30.02
World Energy Outlook 2024,Stated Policies Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2050,50.3
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2023,1.37
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2030,118.83
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2035,314.6
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2040,515.24
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2050,788.13
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2023,1.37
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2030,242.68
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2035,670.79
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2040,1109.65
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total removed,Total,Total energy supply,Mt CO2,World,2050,1796.65
World Energy Outlook 2024,Stated Policies Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2010,15.94
World Energy Outlook 2024,Stated Policies Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2022,43.2
World Energy Outlook 2024,Stated Policies Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2023,40.39
World Energy Outlook 2024,Stated Policies Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2030,122.01
World Energy Outlook 2024,Stated Policies Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2035,192.34
World Energy Outlook 2024,Stated Policies Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2040,261.35
World Energy Outlook 2024,Stated Policies Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2050,394.89
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2023,40.39
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2030,409.8
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2035,1261.1
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2040,2142.62
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2050,3731.13
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2023,40.39
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2030,1022.56
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2035,2539.66
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2040,4000.51
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total captured,Total,Total energy supply,Mt CO2,World,2050,5923.98
World Energy Outlook 2024,Stated Policies Scenario,Population indicators,Total,Population,Million people,World,2010,6966.06
World Energy Outlook 2024,Stated Policies Scenario,Population indicators,Total,Population,Million people,World,2022,7947.82
World Energy Outlook 2024,Stated Policies Scenario,Population indicators,Total,Population,Million people,World,2023,8017.93
World Energy Outlook 2024,Stated Policies Scenario,Population indicators,Total,Population,Million people,World,2030,8518.12
World Energy Outlook 2024,Stated Policies Scenario,Population indicators,Total,Population,Million people,World,2035,8851.01
World Energy Outlook 2024,Stated Policies Scenario,Population indicators,Total,Population,Million people,World,2040,9159.56
World Energy Outlook 2024,Stated Policies Scenario,Population indicators,Total,Population,Million people,World,2050,9680.48
World Energy Outlook 2024,Announced Pledges Scenario,Population indicators,Total,Population,Million people,World,2023,8017.93
World Energy Outlook 2024,Announced Pledges Scenario,Population indicators,Total,Population,Million people,World,2030,8518.12
World Energy Outlook 2024,Announced Pledges Scenario,Population indicators,Total,Population,Million people,World,2035,8851.01
World Energy Outlook 2024,Announced Pledges Scenario,Population indicators,Total,Population,Million people,World,2040,9159.56
World Energy Outlook 2024,Announced Pledges Scenario,Population indicators,Total,Population,Million people,World,2050,9680.48
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Population indicators,Total,Population,Million people,World,2023,8017.93
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Population indicators,Total,Population,Million people,World,2030,8518.12
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Population indicators,Total,Population,Million people,World,2035,8851.01
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Population indicators,Total,Population,Million people,World,2040,9159.56
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Population indicators,Total,Population,Million people,World,2050,9680.48
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2010,118823.4
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2022,170643.6
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2023,175980.9
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2030,217525.8
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2035,250591
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2040,284660.3
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2050,357509.8
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2023,175980.9
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2030,217525.8
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2035,250591
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2040,284660.3
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2050,357509.8
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2023,175980.9
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2030,217525.8
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2035,250591
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2040,284660.3
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,Gross domestic product,"Billion USD (2023, PPP)",World,2050,357509.8
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2010,17057.48
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2022,21470.5
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2023,21948.42
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2030,25536.82
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2035,28312.15
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2040,31077.93
World Energy Outlook 2024,Stated Policies Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2050,36930.98
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2023,21948.42
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2030,25536.82
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2035,28312.15
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2040,31077.93
World Energy Outlook 2024,Announced Pledges Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2050,36930.98
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2023,21948.42
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2030,25536.82
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2035,28312.15
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2040,31077.93
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Economic indicators,Total,GDP per capita,"USD per capita (2023, PPP)",World,2050,36930.98
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2010,4.51
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2022,3.69
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2023,3.65
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2030,3.11
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2035,2.72
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2040,2.43
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2050,2.02
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2023,3.65
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2030,2.95
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2035,2.49
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2040,2.18
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2050,1.78
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2023,3.65
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2030,2.7
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2035,2.17
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2040,1.89
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,TES per GDP,"GJ per thousand USD (2023, PPP)",World,2050,1.58
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2010,3.02
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2022,2.43
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2023,2.4
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2030,2.13
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2035,1.91
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2040,1.72
World Energy Outlook 2024,Stated Policies Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2050,1.45
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2023,2.4
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2030,2.01
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2035,1.73
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2040,1.5
World Energy Outlook 2024,Announced Pledges Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2050,1.19
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2023,2.4
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2030,1.82
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2035,1.47
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2040,1.23
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy intensity,Total,Total final consumption per GDP,"GJ per thousand USD (2023, PPP)",World,2050,0.95
World Energy Outlook 2024,Stated Policies Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2010,528.43
World Energy Outlook 2024,Stated Policies Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2022,460.03
World Energy Outlook 2024,Stated Policies Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2023,458.37
World Energy Outlook 2024,Stated Policies Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2030,311.7
World Energy Outlook 2024,Stated Policies Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2035,219.27
World Energy Outlook 2024,Stated Policies Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2040,164.47
World Energy Outlook 2024,Stated Policies Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2050,110.89
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2023,458.37
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2030,269.71
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2035,139.62
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2040,73.03
World Energy Outlook 2024,Announced Pledges Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2050,29.07
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2023,458.37
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2030,194.59
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2035,49.7
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2040,3.19
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,CO2 total intensity,Electricity,Electricity generation,gCO2 per kWh,World,2050,-4.15
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2010,510.39
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2022,720.85
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2023,736.35
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2030,866.09
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2035,924.71
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2040,961.16
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2050,1001.71
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2023,736.35
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2030,838.11
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2035,879.35
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2040,898.56
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2050,896.65
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2023,736.35
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2030,826.08
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2035,855.09
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2040,859.99
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Primary chemicals,Chemicals,Million tonnes,World,2050,823.42
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2010,1435.05
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2022,1889.74
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2023,1891.7
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2030,2048.7
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2035,2157.46
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2040,2255.34
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2050,2423.75
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2023,1891.7
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2030,2012.21
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2035,2054.47
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2040,2088.54
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2050,2132.27
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2023,1891.7
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2030,1950
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2035,1953.88
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2040,1928.08
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Crude steel,Iron and steel,Million tonnes,World,2050,1925
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2010,3280.19
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2022,4155.91
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2023,4071.58
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2030,4205.89
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2035,4395.32
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2040,4548.19
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2050,4734.93
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2023,4071.58
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2030,4110.11
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2035,4204.36
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2040,4260.81
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2050,4301.52
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2023,4071.58
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2030,3984.2
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2035,3968.52
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2040,3904.03
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Industrial material production,Cement,Non-metallic minerals: cement,Million tonnes,World,2050,3812.26
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2010,60.35
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2022,104.47
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2023,107.9
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2030,123.49
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2035,133.03
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2040,143.25
World Energy Outlook 2024,Stated Policies Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2050,166.57
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2023,107.9
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2030,125.86
World Energy Outlook 2024,Announced Pledges Scenario,Industrial material production,Aluminium,Non-ferrous metals: aluminium,Million tonnes,World,2035,134.61
