PUBLICATION,SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,World,2023,69.102
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,World,2030,73.756
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,World,2035,81.979
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,World,2040,98.283
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Other energy sector,EJ,World,2050,131.446
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,World,2022,5.628
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,World,2023,6.057
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,World,2030,7.661
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,World,2035,8.173
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,World,2040,8.809
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Biofuels production: own use,EJ,World,2050,10.143
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,World,2023,6.057
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,World,2030,11.691
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,World,2035,15.103
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,World,2040,17.634
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Biofuels production: own use,EJ,World,2050,18.182
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,World,2023,6.057
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,World,2030,14.418
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,World,2035,16.103
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,World,2040,16.176
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Biofuels production: own use,EJ,World,2050,13.557
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2022,0.005
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2023,0.006
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2030,0.965
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2035,2.093
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2040,3.295
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2050,6.553
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2023,0.006
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2030,3.421
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2035,10.968
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2040,18.614
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2050,34.474
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2023,0.006
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2030,9.074
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2035,20.615
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2040,32.938
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production inputs: offsite,EJ,World,2050,52.291
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2022,0.003
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2023,0.004
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2030,0.633
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2035,1.405
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2040,2.271
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2050,4.744
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2023,0.004
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2030,2.299
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2035,7.54
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2040,13.002
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2050,24.897
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2023,0.004
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2030,6.168
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2035,14.274
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2040,23.133
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen production: offsite,EJ,World,2050,38.064
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2022,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2023,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2030,0.157
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2035,0.44
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2040,0.79
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2050,2.075
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2023,0
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2030,0.872
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2035,3.599
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2040,6.432
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2050,13.093
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2023,0
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2030,1.881
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2035,5.962
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2040,10.794
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen: low-emissions,Hydrogen-based fuels production inputs,EJ,World,2050,17.791
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,World,2010,377.433
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,World,2022,437.316
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,World,2023,444.702
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,World,2030,485.421
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,World,2035,498.515
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,World,2040,509.149
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Total final consumption,EJ,World,2050,533.287
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,World,2023,444.702
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,World,2030,457.257
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,World,2035,449.587
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,World,2040,441.168
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Total final consumption,EJ,World,2050,434.391
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,World,2023,444.702
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,World,2030,414.514
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,World,2035,382.324
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,World,2040,360.666
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Total final consumption,EJ,World,2050,344.083
World Energy Outlook 2024,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,World,2010,64.423
World Energy Outlook 2024,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,World,2022,88.492
World Energy Outlook 2024,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,World,2023,90.671
World Energy Outlook 2024,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,World,2030,113.721
World Energy Outlook 2024,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,World,2035,128.638
World Energy Outlook 2024,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,World,2040,142.768
World Energy Outlook 2024,Stated Policies Scenario,Energy,Electricity,Total final consumption,EJ,World,2050,168.077
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,World,2023,90.671
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,World,2030,114.965
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,World,2035,132.047
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,World,2040,151.01
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Electricity,Total final consumption,EJ,World,2050,184.087
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,World,2023,90.671
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,World,2030,116.201
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,World,2035,136.296
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,World,2040,156.961
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Electricity,Total final consumption,EJ,World,2050,187.647
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,World,2010,153.363
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,World,2022,172.505
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,World,2023,176.437
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,World,2030,186.569
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,World,2035,182.979
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,World,2040,178.671
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,World,2050,176.718
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,World,2023,176.437
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,World,2030,176.079
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,World,2035,162.074
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,World,2040,144.812
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,World,2050,117.382
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,World,2023,176.437
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,World,2030,152.149
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,World,2035,119.182
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,World,2040,93.172
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,World,2050,60.817
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2010,2.388
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2022,4.281
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2023,4.598
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2030,5.814
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2035,6.284
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2040,6.871
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2050,8.219
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2023,4.598
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2030,9.654
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2035,12.399
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2040,14.245
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2050,13.907
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2023,4.598
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2030,11.941
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2035,13.554
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2040,13.809
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,World,2050,11.676
World Energy Outlook 2024,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,World,2022,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,World,2023,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,World,2030,0.008
World Energy Outlook 2024,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,World,2035,0.026
World Energy Outlook 2024,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,World,2040,0.054
World Energy Outlook 2024,Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,World,2050,0.125
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,World,2023,0
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,World,2030,0.262
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,World,2035,1.539
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,World,2040,2.442
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,World,2050,3.275
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,World,2023,0
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,World,2030,0.363
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,World,2035,1.222
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,World,2040,2.092
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,World,2050,2.837
World Energy Outlook 2024,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2022,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2023,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2030,0.017
World Energy Outlook 2024,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2035,0.115
World Energy Outlook 2024,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2040,0.239
World Energy Outlook 2024,Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2050,0.883
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2023,0
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2030,0.086
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2035,0.321
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2040,0.781
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2050,3.176
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2023,0
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2030,0.28
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2035,0.984
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2040,2.763
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,World,2050,6.152
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,World,2010,150.975
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,World,2022,168.224
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,World,2023,171.839
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,World,2030,180.725
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,World,2035,176.532
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,World,2040,171.468
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,World,2050,167.437
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,World,2023,171.839
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,World,2030,165.825
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,World,2035,147.013
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,World,2040,125.948
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,World,2050,95.686
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,World,2023,171.839
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,World,2030,139.377
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,World,2035,102.885
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,World,2040,73.833
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,World,2050,39.392
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,World,2010,56.947
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,World,2022,71.763
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,World,2023,71.284
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,World,2030,79.611
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,World,2035,82.199
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,World,2040,84.67
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,World,2050,89.316
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,World,2023,71.284
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,World,2030,72.864
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,World,2035,68.485
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,World,2040,64.738
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,World,2050,61.092
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,World,2023,71.284
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,World,2030,65.105
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,World,2035,53.735
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,World,2040,45.358
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,World,2050,39.584
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,World,2010,0.016
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,World,2022,0.249
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,World,2023,0.281
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,World,2030,0.698
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,World,2035,1.17
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,World,2040,1.905
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,World,2050,4.779
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,World,2023,0.281
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,World,2030,1.656
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,World,2035,2.724
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,World,2040,3.757
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,World,2050,6.234
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,World,2023,0.281
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,World,2030,4.19
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,World,2035,5.835
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,World,2040,6.55
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,World,2050,7.363
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2022,0.005
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2023,0.008
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2030,0.141
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2035,0.439
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2040,0.854
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2050,1.888
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2023,0.008
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2030,0.569
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2035,2.151
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,World,2040,4.205
