SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,YEAR,VALUE
Stated Policies Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2030,21106.1
Stated Policies Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2035,20600.88
Stated Policies Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2040,20043.42
Stated Policies Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2050,19287.54
Announced Pledges Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2023,20603.87
Announced Pledges Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2030,19003.46
Announced Pledges Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2035,16185.11
Announced Pledges Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2040,13238.61
Announced Pledges Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2050,8816.72
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2023,20603.87
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2030,15538.76
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2035,10335.34
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2040,6082.04
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Total final consumption,Mt CO2,2050,1148.83
Stated Policies Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2010,4685.85
Stated Policies Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2022,4242.93
Stated Policies Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2023,4302.18
Stated Policies Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,4096.27
Stated Policies Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2035,3926.87
Stated Policies Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,3759.7
Stated Policies Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,3399.64
Announced Pledges Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2023,4302.18
Announced Pledges Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,3583.85
Announced Pledges Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2035,2860.97
Announced Pledges Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,2224.01
Announced Pledges Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,1256.42
Net Zero Emissions by 2050 Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2023,4302.18
Net Zero Emissions by 2050 Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,2909.39
Net Zero Emissions by 2050 Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2035,1852.66
Net Zero Emissions by 2050 Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,1034.69
Net Zero Emissions by 2050 Scenario,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,126.66
Stated Policies Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2010,9020.3
Stated Policies Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2022,9909.11
Stated Policies Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2023,10107.94
Stated Policies Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2030,10359
Stated Policies Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2035,9892.59
Stated Policies Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2040,9421.28
Stated Policies Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2050,9007.89
Announced Pledges Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2023,10107.94
Announced Pledges Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2030,9389.7
Announced Pledges Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2035,7970.55
Announced Pledges Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2040,6451.62
Announced Pledges Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2050,4376.04
Net Zero Emissions by 2050 Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2023,10107.94
Net Zero Emissions by 2050 Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2030,7601.15
Net Zero Emissions by 2050 Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2035,5004.86
Net Zero Emissions by 2050 Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2040,2993.75
Net Zero Emissions by 2050 Scenario,CO2 combustion,Oil,Total final consumption,Mt CO2,2050,756.01
Stated Policies Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2010,2853.61
Stated Policies Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2022,3558.69
Stated Policies Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2023,3520.56
Stated Policies Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,3888
Stated Policies Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2035,3951.72
Stated Policies Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,3995.24
Stated Policies Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,3991.48
Announced Pledges Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2023,3520.56
Announced Pledges Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,3439.45
Announced Pledges Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2035,2991.58
Announced Pledges Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,2551.05
Announced Pledges Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,1877.42
Net Zero Emissions by 2050 Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2023,3520.56
Net Zero Emissions by 2050 Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,2770.01
Net Zero Emissions by 2050 Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2035,1814.05
Net Zero Emissions by 2050 Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,1052.72
Net Zero Emissions by 2050 Scenario,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,196.49
Stated Policies Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2010,70.63
Stated Policies Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2022,123.05
Stated Policies Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2023,123.88
Stated Policies Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,119.72
Stated Policies Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2035,116.11
Stated Policies Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,112.28
Stated Policies Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,103.49
Announced Pledges Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2023,123.88
Announced Pledges Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,93.96
Announced Pledges Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2035,52.2
Announced Pledges Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,-3.09
Announced Pledges Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,-111.67
Net Zero Emissions by 2050 Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2023,123.88
Net Zero Emissions by 2050 Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,56.17
Net Zero Emissions by 2050 Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2035,-32.48
Net Zero Emissions by 2050 Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,-124.2
Net Zero Emissions by 2050 Scenario,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,-219.56
Stated Policies Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2010,8312.78
Stated Policies Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2022,9182.57
Stated Policies Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2023,9207
Stated Policies Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2030,9491.46
Stated Policies Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2035,9532.41
Stated Policies Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2040,9467.86
Stated Policies Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2050,9097.74
Announced Pledges Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2023,9207
Announced Pledges Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2030,8520.36
Announced Pledges Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2035,7384.21
Announced Pledges Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2040,6118.65
Announced Pledges Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2050,3860.87
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2023,9207
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2030,7204.35
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2035,5058.62
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2040,3067.42
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Industry,Mt CO2,2050,457.58
Stated Policies Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2010,1163.09
Stated Policies Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2022,1344.38
Stated Policies Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2023,1343.36
Stated Policies Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2030,1449.49
Stated Policies Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2035,1456.77
Stated Policies Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2040,1421.07
Stated Policies Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2050,1306.34
Announced Pledges Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2023,1343.36
Announced Pledges Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2030,1294.74
Announced Pledges Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2035,1111.75
Announced Pledges Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2040,866.52
Announced Pledges Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2050,494.73
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2023,1343.36
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2030,1162.23
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2035,845.64
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2040,516.06
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Chemicals,Mt CO2,2050,80.31
Stated Policies Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2010,2111.18
Stated Policies Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2022,2730.13
Stated Policies Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2023,2800.21
Stated Policies Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2030,2774.29
Stated Policies Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2035,2737.43
Stated Policies Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2040,2685.85
Stated Policies Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2050,2508.65
Announced Pledges Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2023,2800.21
Announced Pledges Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2030,2526.19
Announced Pledges Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2035,2180.85
Announced Pledges Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2040,1831.59
Announced Pledges Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2050,1157.21
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2023,2800.21
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2030,2153.12
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2035,1519.69
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2040,960.98
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Iron and steel,Mt CO2,2050,224.24
Stated Policies Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2010,1915.52
Stated Policies Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2022,2407.71
Stated Policies Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2023,2355.64
Stated Policies Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2030,2366.41
Stated Policies Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2035,2416.97
Stated Policies Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2040,2451.61
Stated Policies Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2050,2458.41
Announced Pledges Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2023,2355.64
Announced Pledges Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2030,2170.3
Announced Pledges Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2035,1954.37
Announced Pledges Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2040,1670.48
Announced Pledges Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2050,1116.82
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2023,2355.64
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2030,1795.86
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2035,1259.9
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2040,736.4
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-metallic minerals: cement,Mt CO2,2050,65.13
Stated Policies Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2010,174.62
Stated Policies Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2022,248.29
Stated Policies Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2023,250.34
Stated Policies Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2030,262.67
Stated Policies Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2035,265.66
Stated Policies Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2040,265.39
Stated Policies Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2050,266.09
Announced Pledges Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2023,250.34
Announced Pledges Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2030,253.22
Announced Pledges Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2035,236.26
Announced Pledges Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2040,185.72
Announced Pledges Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2050,72.49
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2023,250.34
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2030,225.34
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2035,184.18
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2040,116.39
Net Zero Emissions by 2050 Scenario,CO2 combustion and process,Total,Non-ferrous metals: aluminium,Mt CO2,2050,8.62
Stated Policies Scenario,CO2 combustion,Total,Transport,Mt CO2,2010,6964.55
Stated Policies Scenario,CO2 combustion,Total,Transport,Mt CO2,2022,7943.96
Stated Policies Scenario,CO2 combustion,Total,Transport,Mt CO2,2023,8212.97
Stated Policies Scenario,CO2 combustion,Total,Transport,Mt CO2,2030,8537.1
Stated Policies Scenario,CO2 combustion,Total,Transport,Mt CO2,2035,8198.29
Stated Policies Scenario,CO2 combustion,Total,Transport,Mt CO2,2040,7840.3
Stated Policies Scenario,CO2 combustion,Total,Transport,Mt CO2,2050,7556.63
Announced Pledges Scenario,CO2 combustion,Total,Transport,Mt CO2,2023,8212.97
Announced Pledges Scenario,CO2 combustion,Total,Transport,Mt CO2,2030,7730.57
Announced Pledges Scenario,CO2 combustion,Total,Transport,Mt CO2,2035,6626.1
Announced Pledges Scenario,CO2 combustion,Total,Transport,Mt CO2,2040,5369.66
Announced Pledges Scenario,CO2 combustion,Total,Transport,Mt CO2,2050,3631.81
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Transport,Mt CO2,2023,8212.97
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Transport,Mt CO2,2030,6202.21
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Transport,Mt CO2,2035,4096.85
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Transport,Mt CO2,2040,2473.63
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Transport,Mt CO2,2050,632.24
Stated Policies Scenario,CO2 combustion,Total,Road,Mt CO2,2010,5181.13
Stated Policies Scenario,CO2 combustion,Total,Road,Mt CO2,2022,6027.95
Stated Policies Scenario,CO2 combustion,Total,Road,Mt CO2,2023,6137.47
Stated Policies Scenario,CO2 combustion,Total,Road,Mt CO2,2030,6220.77
Stated Policies Scenario,CO2 combustion,Total,Road,Mt CO2,2035,5798.59
Stated Policies Scenario,CO2 combustion,Total,Road,Mt CO2,2040,5378.45
Stated Policies Scenario,CO2 combustion,Total,Road,Mt CO2,2050,5026.56
Announced Pledges Scenario,CO2 combustion,Total,Road,Mt CO2,2023,6137.47
Announced Pledges Scenario,CO2 combustion,Total,Road,Mt CO2,2030,5804.06
Announced Pledges Scenario,CO2 combustion,Total,Road,Mt CO2,2035,4908.17
Announced Pledges Scenario,CO2 combustion,Total,Road,Mt CO2,2040,3878.82
Announced Pledges Scenario,CO2 combustion,Total,Road,Mt CO2,2050,2426.03
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road,Mt CO2,2023,6137.47
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road,Mt CO2,2030,4585
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road,Mt CO2,2035,2903.76
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road,Mt CO2,2040,1655.11
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road,Mt CO2,2050,338.19
Stated Policies Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2010,2657.7
Stated Policies Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2022,3083.3
Stated Policies Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2023,3167.68
Stated Policies Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2030,3011.09
Stated Policies Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2035,2667.92
Stated Policies Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2040,2375.68
Stated Policies Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2050,2136.6
Announced Pledges Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2023,3167.68
Announced Pledges Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2030,2775.65
Announced Pledges Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2035,2198.9
Announced Pledges Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2040,1638.83
Announced Pledges Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2050,934.44
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2023,3167.68
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2030,2077.73
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2035,1091.27
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2040,524.72
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road passenger light duty vehicles,Mt CO2,2050,95.86
Stated Policies Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2010,1518.14
Stated Policies Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2022,1873.13
Stated Policies Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2023,1898.2
Stated Policies Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2030,2135.82
Stated Policies Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2035,2167.65
Stated Policies Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2040,2154.15
Stated Policies Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2050,2189.63
Announced Pledges Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2023,1898.2
Announced Pledges Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2030,2016.58
Announced Pledges Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2035,1893.12
Announced Pledges Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2040,1643.11
Announced Pledges Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2050,1163.5
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2023,1898.2
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2030,1725.39
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2035,1356.65
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2040,923.5
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Road freight trucks,Mt CO2,2050,219.76
Stated Policies Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2010,745.6
Stated Policies Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2022,800.49
Stated Policies Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2023,940.59
Stated Policies Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2030,1158.46
Stated Policies Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2035,1266.11
Stated Policies Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2040,1363
Stated Policies Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2050,1491.11
Announced Pledges Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2023,940.59
Announced Pledges Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2030,1089.59
Announced Pledges Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2035,1102.17
Announced Pledges Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2040,1083.37
Announced Pledges Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2050,970.99
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2023,940.59
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2030,922.2
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2035,749
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2040,561.15
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Aviation: domestic and international bunkers,Mt CO2,2050,209.55
Stated Policies Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2010,791.88
Stated Policies Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2022,836
Stated Policies Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2023,855.57
Stated Policies Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2030,899.53
Stated Policies Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2035,882.71
Stated Policies Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2040,854.01
Stated Policies Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2050,806.42
Announced Pledges Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2023,855.57
Announced Pledges Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2030,619.03
Announced Pledges Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2035,431.34
Announced Pledges Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2040,253.51
Announced Pledges Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2050,131
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2023,855.57
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2030,524.42
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2035,328.41
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2040,183.82
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Navigation: domestic and international bunkers,Mt CO2,2050,63.44
Stated Policies Scenario,CO2 combustion,Total,Buildings,Mt CO2,2010,2872.99
Stated Policies Scenario,CO2 combustion,Total,Buildings,Mt CO2,2022,2841.81
Stated Policies Scenario,CO2 combustion,Total,Buildings,Mt CO2,2023,2746.57
Stated Policies Scenario,CO2 combustion,Total,Buildings,Mt CO2,2030,2665.96
Stated Policies Scenario,CO2 combustion,Total,Buildings,Mt CO2,2035,2467.78
Stated Policies Scenario,CO2 combustion,Total,Buildings,Mt CO2,2040,2345.24
Stated Policies Scenario,CO2 combustion,Total,Buildings,Mt CO2,2050,2275.06
Announced Pledges Scenario,CO2 combustion,Total,Buildings,Mt CO2,2023,2746.57
Announced Pledges Scenario,CO2 combustion,Total,Buildings,Mt CO2,2030,2401.36
Announced Pledges Scenario,CO2 combustion,Total,Buildings,Mt CO2,2035,1882.57
Announced Pledges Scenario,CO2 combustion,Total,Buildings,Mt CO2,2040,1509.92
Announced Pledges Scenario,CO2 combustion,Total,Buildings,Mt CO2,2050,1162.66
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Buildings,Mt CO2,2023,2746.57
Net Zero Emissions by 2050 Scenario,CO2 combustion,Total,Buildings,Mt CO2,2030,1832.37
