SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,YEAR,VALUE
Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2010,153.363
Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2022,172.505
Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2023,176.437
Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2030,186.569
Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2035,182.979
Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2040,178.671
Stated Policies Scenario,Energy,Total liquids,Total final consumption,EJ,2050,176.718
Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2023,176.437
Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2030,176.079
Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2035,162.074
Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2040,144.812
Announced Pledges Scenario,Energy,Total liquids,Total final consumption,EJ,2050,117.382
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2023,176.437
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2030,152.149
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2035,119.182
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2040,93.172
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Total final consumption,EJ,2050,60.817
Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2010,2.388
Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2022,4.281
Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2023,4.598
Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2030,5.814
Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2035,6.284
Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2040,6.871
Stated Policies Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2050,8.219
Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2023,4.598
Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2030,9.654
Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2035,12.399
Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2040,14.245
Announced Pledges Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2050,13.907
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2023,4.598
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2030,11.941
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2035,13.554
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2040,13.809
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: liquid,Total final consumption,EJ,2050,11.676
Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2010,0
Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2022,0
Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2023,0
Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2030,0.008
Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2035,0.026
Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2040,0.054
Stated Policies Scenario,Energy,Ammonia,Total final consumption,EJ,2050,0.125
Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2023,0
Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2030,0.262
Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2035,1.539
Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2040,2.442
Announced Pledges Scenario,Energy,Ammonia,Total final consumption,EJ,2050,3.275
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2023,0
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2030,0.363
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2035,1.222
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2040,2.092
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Total final consumption,EJ,2050,2.837
Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2010,0
Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2022,0
Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2023,0
Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2030,0.017
Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2035,0.115
Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2040,0.239
Stated Policies Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2050,0.883
Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2023,0
Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2030,0.086
Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2035,0.321
Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2040,0.781
Announced Pledges Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2050,3.176
Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2023,0
Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2030,0.28
Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2035,0.984
Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2040,2.763
Net Zero Emissions by 2050 Scenario,Energy,Synthetic oil products,Total final consumption,EJ,2050,6.152
Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2010,150.975
Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2022,168.224
Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2023,171.839
Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2030,180.725
Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2035,176.532
Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2040,171.468
Stated Policies Scenario,Energy,Oil,Total final consumption,EJ,2050,167.437
Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2023,171.839
Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2030,165.825
Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2035,147.013
Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2040,125.948
Announced Pledges Scenario,Energy,Oil,Total final consumption,EJ,2050,95.686
Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2023,171.839
Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2030,139.377
Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2035,102.885
Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2040,73.833
Net Zero Emissions by 2050 Scenario,Energy,Oil,Total final consumption,EJ,2050,39.392
Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2010,56.947
Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2022,71.763
Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2023,71.284
Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2030,79.611
Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2035,82.199
Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2040,84.67
Stated Policies Scenario,Energy,Total gases,Total final consumption,EJ,2050,89.316
Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2023,71.284
Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2030,72.864
Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2035,68.485
Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2040,64.738
Announced Pledges Scenario,Energy,Total gases,Total final consumption,EJ,2050,61.092
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2023,71.284
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2030,65.105
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2035,53.735
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2040,45.358
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Total final consumption,EJ,2050,39.584
Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2010,0.016
Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2022,0.249
Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2023,0.281
Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2030,0.698
Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2035,1.17
Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2040,1.905
Stated Policies Scenario,Energy,Biomethane,Total final consumption,EJ,2050,4.779
Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2023,0.281
Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2030,1.656
Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2035,2.724
Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2040,3.757
Announced Pledges Scenario,Energy,Biomethane,Total final consumption,EJ,2050,6.234
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2023,0.281
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2030,4.19
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2035,5.835
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2040,6.55
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Total final consumption,EJ,2050,7.363
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2010,0
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2022,0.005
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2023,0.008
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2030,0.141
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2035,0.439
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2040,0.854
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,EJ,2050,1.888
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2023,0.008
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2030,0.569
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2035,2.151
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2040,4.205
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,EJ,2050,8.731
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2023,0.008
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2030,1.859
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2035,4.218
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2040,7.036
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,EJ,2050,14.446
Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2010,0
Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2022,0
Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2023,0
Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2030,0
Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2035,0
Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2040,0
Stated Policies Scenario,Energy,Synthetic methane,Total final consumption,EJ,2050,0
Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2023,0
Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2030,0
Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2035,0
Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2040,0
Announced Pledges Scenario,Energy,Synthetic methane,Total final consumption,EJ,2050,0
Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2023,0
Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2030,0.043
Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2035,0.19
Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2040,0.251
Net Zero Emissions by 2050 Scenario,Energy,Synthetic methane,Total final consumption,EJ,2050,0.242
Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2010,56.552
Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2022,71.007
Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2023,70.491
Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2030,78.135
Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2035,79.851
Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2040,81.054
Stated Policies Scenario,Energy,Natural gas,Total final consumption,EJ,2050,81.685
Announced Pledges Scenario,Energy,Natural gas,Total final consumption,EJ,2023,70.491
Announced Pledges Scenario,Energy,Natural gas,Total final consumption,EJ,2030,69.764
Announced Pledges Scenario,Energy,Natural gas,Total final consumption,EJ,2035,62.54
Announced Pledges Scenario,Energy,Natural gas,Total final consumption,EJ,2040,55.467
Announced Pledges Scenario,Energy,Natural gas,Total final consumption,EJ,2050,44.701
Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Total final consumption,EJ,2023,70.491
Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Total final consumption,EJ,2030,57.96
Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Total final consumption,EJ,2035,42.134
Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Total final consumption,EJ,2040,29.771
Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Total final consumption,EJ,2050,15.581
Stated Policies Scenario,Energy,Total solid fuels,Total final consumption,EJ,2010,90.249
Stated Policies Scenario,Energy,Total solid fuels,Total final consumption,EJ,2022,86.589
Stated Policies Scenario,Energy,Total solid fuels,Total final consumption,EJ,2023,87.913
Stated Policies Scenario,Energy,Total solid fuels,Total final consumption,EJ,2030,83.831
Stated Policies Scenario,Energy,Total solid fuels,Total final consumption,EJ,2035,81.799
Stated Policies Scenario,Energy,Total solid fuels,Total final consumption,EJ,2040,79.543
Stated Policies Scenario,Energy,Total solid fuels,Total final consumption,EJ,2050,75.109
Announced Pledges Scenario,Energy,Total solid fuels,Total final consumption,EJ,2023,87.913
Announced Pledges Scenario,Energy,Total solid fuels,Total final consumption,EJ,2030,71.776
Announced Pledges Scenario,Energy,Total solid fuels,Total final consumption,EJ,2035,64.092
Announced Pledges Scenario,Energy,Total solid fuels,Total final consumption,EJ,2040,56.871
Announced Pledges Scenario,Energy,Total solid fuels,Total final consumption,EJ,2050,47.666
Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Total final consumption,EJ,2023,87.913
Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Total final consumption,EJ,2030,60.475
Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Total final consumption,EJ,2035,51.509
Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Total final consumption,EJ,2040,42.974
Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Total final consumption,EJ,2050,34.038
Stated Policies Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2010,33.393
Stated Policies Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2022,34.417
Stated Policies Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2023,34.808
Stated Policies Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2030,32.902
Stated Policies Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2035,32.905
Stated Policies Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2040,32.643
Stated Policies Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2050,32.506
Announced Pledges Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2023,34.808
Announced Pledges Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2030,26.674
Announced Pledges Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2035,26.558
Announced Pledges Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2040,26.244
Announced Pledges Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2050,28.114
Net Zero Emissions by 2050 Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2023,34.808
Net Zero Emissions by 2050 Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2030,21.907
Net Zero Emissions by 2050 Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2035,23.945
Net Zero Emissions by 2050 Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2040,24.55
Net Zero Emissions by 2050 Scenario,Energy,Solid bioenergy incl. TUOB,Total final consumption,EJ,2050,26.724
Stated Policies Scenario,Energy,Coal,Total final consumption,EJ,2010,56.356
Stated Policies Scenario,Energy,Coal,Total final consumption,EJ,2022,51.3
Stated Policies Scenario,Energy,Coal,Total final consumption,EJ,2023,52.227
Stated Policies Scenario,Energy,Coal,Total final consumption,EJ,2030,50.061
Stated Policies Scenario,Energy,Coal,Total final consumption,EJ,2035,48.04
Stated Policies Scenario,Energy,Coal,Total final consumption,EJ,2040,46.061
Stated Policies Scenario,Energy,Coal,Total final consumption,EJ,2050,41.795
Announced Pledges Scenario,Energy,Coal,Total final consumption,EJ,2023,52.227
Announced Pledges Scenario,Energy,Coal,Total final consumption,EJ,2030,44.387
Announced Pledges Scenario,Energy,Coal,Total final consumption,EJ,2035,36.915
Announced Pledges Scenario,Energy,Coal,Total final consumption,EJ,2040,30.093
Announced Pledges Scenario,Energy,Coal,Total final consumption,EJ,2050,19.174
Net Zero Emissions by 2050 Scenario,Energy,Coal,Total final consumption,EJ,2023,52.227
Net Zero Emissions by 2050 Scenario,Energy,Coal,Total final consumption,EJ,2030,37.991
Net Zero Emissions by 2050 Scenario,Energy,Coal,Total final consumption,EJ,2035,27.159
Net Zero Emissions by 2050 Scenario,Energy,Coal,Total final consumption,EJ,2040,18.169
Net Zero Emissions by 2050 Scenario,Energy,Coal,Total final consumption,EJ,2050,7.295
Stated Policies Scenario,Energy,District heat,Total final consumption,EJ,2010,11.552
Stated Policies Scenario,Energy,District heat,Total final consumption,EJ,2022,15.093
Stated Policies Scenario,Energy,District heat,Total final consumption,EJ,2023,15.388
Stated Policies Scenario,Energy,District heat,Total final consumption,EJ,2030,17.537
Stated Policies Scenario,Energy,District heat,Total final consumption,EJ,2035,18.124
Stated Policies Scenario,Energy,District heat,Total final consumption,EJ,2040,18.107
Stated Policies Scenario,Energy,District heat,Total final consumption,EJ,2050,17.575
Announced Pledges Scenario,Energy,District heat,Total final consumption,EJ,2023,15.388
Announced Pledges Scenario,Energy,District heat,Total final consumption,EJ,2030,16.545
Announced Pledges Scenario,Energy,District heat,Total final consumption,EJ,2035,16.102
Announced Pledges Scenario,Energy,District heat,Total final consumption,EJ,2040,15.221
Announced Pledges Scenario,Energy,District heat,Total final consumption,EJ,2050,13.028
Net Zero Emissions by 2050 Scenario,Energy,District heat,Total final consumption,EJ,2023,15.388
Net Zero Emissions by 2050 Scenario,Energy,District heat,Total final consumption,EJ,2030,14.665
Net Zero Emissions by 2050 Scenario,Energy,District heat,Total final consumption,EJ,2035,13.007
Net Zero Emissions by 2050 Scenario,Energy,District heat,Total final consumption,EJ,2040,11.053
Net Zero Emissions by 2050 Scenario,Energy,District heat,Total final consumption,EJ,2050,7.418
Stated Policies Scenario,Energy,Total,Industry,EJ,2010,143.204
Stated Policies Scenario,Energy,Total,Industry,EJ,2022,169.721
Stated Policies Scenario,Energy,Total,Industry,EJ,2023,172.779
Stated Policies Scenario,Energy,Total,Industry,EJ,2030,193.073
Stated Policies Scenario,Energy,Total,Industry,EJ,2035,199.71
Stated Policies Scenario,Energy,Total,Industry,EJ,2040,204.196
Stated Policies Scenario,Energy,Total,Industry,EJ,2050,209.481
Announced Pledges Scenario,Energy,Total,Industry,EJ,2023,172.779
Announced Pledges Scenario,Energy,Total,Industry,EJ,2030,185.15
Announced Pledges Scenario,Energy,Total,Industry,EJ,2035,184.632
Announced Pledges Scenario,Energy,Total,Industry,EJ,2040,182.574
Announced Pledges Scenario,Energy,Total,Industry,EJ,2050,176.867
Net Zero Emissions by 2050 Scenario,Energy,Total,Industry,EJ,2023,172.779
Net Zero Emissions by 2050 Scenario,Energy,Total,Industry,EJ,2030,178.188
Net Zero Emissions by 2050 Scenario,Energy,Total,Industry,EJ,2035,173.476
Net Zero Emissions by 2050 Scenario,Energy,Total,Industry,EJ,2040,166.953
Net Zero Emissions by 2050 Scenario,Energy,Total,Industry,EJ,2050,156.705
Stated Policies Scenario,Energy,Electricity,Industry,EJ,2010,26.834
Stated Policies Scenario,Energy,Electricity,Industry,EJ,2022,37.516
Stated Policies Scenario,Energy,Electricity,Industry,EJ,2023,38.697
Stated Policies Scenario,Energy,Electricity,Industry,EJ,2030,47.487
Stated Policies Scenario,Energy,Electricity,Industry,EJ,2035,50.378
Stated Policies Scenario,Energy,Electricity,Industry,EJ,2040,53.106
Stated Policies Scenario,Energy,Electricity,Industry,EJ,2050,58.283
Announced Pledges Scenario,Energy,Electricity,Industry,EJ,2023,38.697
Announced Pledges Scenario,Energy,Electricity,Industry,EJ,2030,50.15
Announced Pledges Scenario,Energy,Electricity,Industry,EJ,2035,55.898
Announced Pledges Scenario,Energy,Electricity,Industry,EJ,2040,61.771
Announced Pledges Scenario,Energy,Electricity,Industry,EJ,2050,72.016
Net Zero Emissions by 2050 Scenario,Energy,Electricity,Industry,EJ,2023,38.697
Net Zero Emissions by 2050 Scenario,Energy,Electricity,Industry,EJ,2030,53.434
Net Zero Emissions by 2050 Scenario,Energy,Electricity,Industry,EJ,2035,62.032
Net Zero Emissions by 2050 Scenario,Energy,Electricity,Industry,EJ,2040,68.739
Net Zero Emissions by 2050 Scenario,Energy,Electricity,Industry,EJ,2050,78.114
Stated Policies Scenario,Energy,Total liquids,Industry,EJ,2010,28.954
Stated Policies Scenario,Energy,Total liquids,Industry,EJ,2022,34.267
Stated Policies Scenario,Energy,Total liquids,Industry,EJ,2023,34.116
Stated Policies Scenario,Energy,Total liquids,Industry,EJ,2030,39.569
Stated Policies Scenario,Energy,Total liquids,Industry,EJ,2035,41.463
Stated Policies Scenario,Energy,Total liquids,Industry,EJ,2040,42.357
Stated Policies Scenario,Energy,Total liquids,Industry,EJ,2050,42.511
Announced Pledges Scenario,Energy,Total liquids,Industry,EJ,2023,34.116
Announced Pledges Scenario,Energy,Total liquids,Industry,EJ,2030,36.679
Announced Pledges Scenario,Energy,Total liquids,Industry,EJ,2035,35.801
Announced Pledges Scenario,Energy,Total liquids,Industry,EJ,2040,34.028
Announced Pledges Scenario,Energy,Total liquids,Industry,EJ,2050,29.827
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Industry,EJ,2023,34.116
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Industry,EJ,2030,33.538
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Industry,EJ,2035,30.977
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Industry,EJ,2040,28.104
Net Zero Emissions by 2050 Scenario,Energy,Total liquids,Industry,EJ,2050,22.744
Stated Policies Scenario,Energy,Oil,Industry,EJ,2010,28.943
Stated Policies Scenario,Energy,Oil,Industry,EJ,2022,34.253
Stated Policies Scenario,Energy,Oil,Industry,EJ,2023,34.099
Stated Policies Scenario,Energy,Oil,Industry,EJ,2030,39.54
Stated Policies Scenario,Energy,Oil,Industry,EJ,2035,41.425
Stated Policies Scenario,Energy,Oil,Industry,EJ,2040,42.307
Stated Policies Scenario,Energy,Oil,Industry,EJ,2050,42.418
Announced Pledges Scenario,Energy,Oil,Industry,EJ,2023,34.099
Announced Pledges Scenario,Energy,Oil,Industry,EJ,2030,36.388
Announced Pledges Scenario,Energy,Oil,Industry,EJ,2035,35.186
Announced Pledges Scenario,Energy,Oil,Industry,EJ,2040,33.202
Announced Pledges Scenario,Energy,Oil,Industry,EJ,2050,28.786
Net Zero Emissions by 2050 Scenario,Energy,Oil,Industry,EJ,2023,34.099
Net Zero Emissions by 2050 Scenario,Energy,Oil,Industry,EJ,2030,33.149
Net Zero Emissions by 2050 Scenario,Energy,Oil,Industry,EJ,2035,30.203
Net Zero Emissions by 2050 Scenario,Energy,Oil,Industry,EJ,2040,27.089
Net Zero Emissions by 2050 Scenario,Energy,Oil,Industry,EJ,2050,21.534
Stated Policies Scenario,Energy,Total gases,Industry,EJ,2010,24.202
Stated Policies Scenario,Energy,Total gases,Industry,EJ,2022,32.08
Stated Policies Scenario,Energy,Total gases,Industry,EJ,2023,32.683
Stated Policies Scenario,Energy,Total gases,Industry,EJ,2030,36.402
Stated Policies Scenario,Energy,Total gases,Industry,EJ,2035,38.167
Stated Policies Scenario,Energy,Total gases,Industry,EJ,2040,39.603
Stated Policies Scenario,Energy,Total gases,Industry,EJ,2050,42.122
Announced Pledges Scenario,Energy,Total gases,Industry,EJ,2023,32.683
Announced Pledges Scenario,Energy,Total gases,Industry,EJ,2030,33.629
Announced Pledges Scenario,Energy,Total gases,Industry,EJ,2035,33.004
Announced Pledges Scenario,Energy,Total gases,Industry,EJ,2040,31.878
Announced Pledges Scenario,Energy,Total gases,Industry,EJ,2050,29.121
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Industry,EJ,2023,32.683
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Industry,EJ,2030,32.003
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Industry,EJ,2035,29.198
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Industry,EJ,2040,26.193
Net Zero Emissions by 2050 Scenario,Energy,Total gases,Industry,EJ,2050,20.983
Stated Policies Scenario,Energy,Biomethane,Industry,EJ,2010,0.003
Stated Policies Scenario,Energy,Biomethane,Industry,EJ,2022,0.088
Stated Policies Scenario,Energy,Biomethane,Industry,EJ,2023,0.104
Stated Policies Scenario,Energy,Biomethane,Industry,EJ,2030,0.289
Stated Policies Scenario,Energy,Biomethane,Industry,EJ,2035,0.52
Stated Policies Scenario,Energy,Biomethane,Industry,EJ,2040,0.886
Stated Policies Scenario,Energy,Biomethane,Industry,EJ,2050,2.389
Announced Pledges Scenario,Energy,Biomethane,Industry,EJ,2023,0.104
Announced Pledges Scenario,Energy,Biomethane,Industry,EJ,2030,0.689
Announced Pledges Scenario,Energy,Biomethane,Industry,EJ,2035,1.144
Announced Pledges Scenario,Energy,Biomethane,Industry,EJ,2040,1.656
Announced Pledges Scenario,Energy,Biomethane,Industry,EJ,2050,2.895
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Industry,EJ,2023,0.104
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Industry,EJ,2030,1.415
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Industry,EJ,2035,2.24
Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Industry,EJ,2040,2.919
